node1,node2,weight
amygdala,surgery,2
agriculturalsoils,contamination,2
habitats,community,2
coast,state,2
density,reproduction,2
trends,series,2
hoxcluster,limbdevelopment,2
principalcomponentanalysis,scales,2
datamining,clustering,14
satellitedata,clouds,2
cluster,onset,2
computer-program,ecology,2
boundaries,populations,2
clusteranalysis,africa,2
europeanalps,switzerland,2
visualactivation,sensitivity,2
heavymetals,trends,2
spatio-temporalanalysis,outbreak,2
elevatedclusterprioritization,indicatorgeostatistics,2
matter,noise,2
adolescents,images,2
soil,crop,4
zooplankton,westernnorthpacific,2
southern-california,hazard,2
spatialanalysis,virus,6
surveillance,mortality,8
model,distributions,2
geneexpression,in-vivo,2
acari,grassland,2
abundance,nutrient,2
light,performance,2
multivariatetechniques,quality,2
posets,remotely,2
gradient,hyper-temporal,4
networks,genome,2
climate-change,trendanalysis,4
overexpression,homeodomain,2
lipidrafts,transfer,2
analysis,patterns,20
sheep,organization,2
white-taileddeer,muledeer,8
seismic,region,4
basin,chemistry,2
china,tracking,2
principalcomponentsanalysis,estuarine,2
perception,priors,2
b-value,spatiotemporal,2
phase,spectroscopy,2
neurogenesis,enhancers,2
muscle,clusters,2
biologicalinvasions,risk,2
reserves,specialization,2
lateraldiffusion,model,2
harvest,traits,2
estuary,bacterialdiversity,2
atmosphericcorrection,basin,2
marine-environment,gpstracking,2
speech,position,2
hoxgenes,signal,2
environment,exposure,4
development,metabotropicglutamatereceptors,2
maximum-likelihood,identity,2
insurgency,gis,2
spatialdistributions,ecosystem,2
cycles,patterns,2
communication,fmridata,2
deuterium,discharge,2
trace-metals,geochemistry,2
voxelpattern-analysis,occipitalcortex,2
pollution,alluvialaquifer,2
dnamethylation,molecularevolution,2
epidemiology,bayesian,4
wildfire,water,2
climate-change,pelagicfish,2
regulation,arabidopsis,2
density,availability,2
communitycomposition,fisheriesmanagement,2
seismicactivity,prediction,2
prediction,management,2
swspain,agriculturalsoils,2
western,adriaticsea,4
survival,river,2
contrast,localization,2
riskassessment,spatio-temporaldistribution,2
processing,responses,2
space-timeclustering,epidemic,4
morphogenesis,structural,2
clustering,transport,2
malaysia,identification,2
denitrification,length-polymorphismanalysis,4
theragra-chalcogramma,coastalcurrent,2
point-processes,features,2
spatialspread,clusteranalysis,2
dailyrainfall,intensity,2
clustering,singleneurons,2
temporal,waveletanalysis,2
default-mode,humanbrain,2
spatialanalysis,cluster,2
ocean,distributions,4
gene-cluster,cloning,2
limbdevelopment,murine,2
tibetanplateau,grain-size,2
magnetosphericphysics,solar,2
association,diagnosis,2
parahox,neuralcrest,2
california,decay,2
variation,abundance,2
hierarchical,comprehension,2
site-specificmanagement,california,2
particulateair-pollution,atmosphere,2
dementiawithlewybodies,protein,4
hierarchicalclustering,algorithms,2
outbreaks,avirush5n1,2
cloud,temperature,2
alzheimer'sdisease,beta-amyloid(abeta)deposits,2
review,voxel-basedmorphometry,2
genome,chain,2
clusteringanalysis,typology,2
waterquality,pattern-recognition,4
andhierarchicalmarkovtransitionmatrix,thematicclassificationaccuracy,2
simulation,phosphate,2
approximation,integration,2
contamination,samples,2
humanimpact,lagoon,4
culicoides,semivariogram,2
clusters,times,2
maturation,mortality,2
fishschools,clusters,4
seizures,corticaldysplasia,2
action-potentials,identification,2
vectors,region,2
morphometry,registration,2
climatechange,mediterranean,4
communities,patagonia,2
imaging,synapticvesicle,2
positron-emission-tomography,primarysomatosensorycortex,2
geneexpression,messenger-rna,4
spatialclustering,spatial-temporal,2
aedes-aegypti,cycle,2
temperature,interannualvariability,2
natal,flow,2
statisticaltechniques,pollution,6
dnareplication,mammalian-cells,2
clustering,africa,2
reproductive-biology,fishassemblages,2
barrelcortex,brain,2
evolution,hox,10
transcriptionalregulation,drosophila,2
metabolism,proteins,4
forest,level,2
stronggroundmotion,southern-california,2
interpolation,precipitation,10
foxvulpes-vulpes,spatial-organization,2
denitrification,soils,2
discriminantanalysis,variability,2
principalcomponentanalysis,chemometrics,24
spatialscale,temporalscale,4
principalcomponentanalysis,characterization,2
16srrnagene,survival,2
dailyclimateextremes,surfacetemperature,2
echelonsandfamiliesofechelons,markovrandomfields,2
repetitionpriming,discrimination,2
primary,dynamics,2
neocorticalepilepsy,surgery,2
gene-expression,mechanisms,2
antarctickrill,identification,2
source,phosphorus,6
landscapestructure,cluster,2
scalpeeg,spatial-frequency,2
summer,impact,2
australia,macroalgae,2
hippocampus,self-similarity,2
time-series,fault,2
multifractal,earthquake,2
stability,issues,2
protein,cns,4
seasonalvariations,phosphorus,2
rapd,salinity,2
somatosensorystimulation,fingermovements,2
time-course,clusters,2
trends,moleculardiversity,2
generegulation,mutations,2
connectivity,australia,2
high-beta,ions,2
regeneration,differential,2
structure,seasonaldynamics,2
china,spread,2
cerebellum,parietal,2
cluster-analysis,south-africa,2
statusepilepticus,brain,2
great-britain,virus,4
virus-infection,vectors,2
cytoskeleton,cytoplasm,2
independentcomponentanalysis,mridata,8
quality,gis,2
environmentalfactorprioritization,andhierarchicalmarkovtransitionmatrix,2
basalganglia,cell,2
fishassemblages,argentina,2
risk-factors,mechanisms,2
andhierarchicalmarkovtransitionmatrix,tmdata,2
spatialneglect,neglect,2
mouse,nitric-oxidesynthase,2
prediction,oncomelania-hupensis,2
star-formation,intraclustermedium,2
impacts,region,2
acidminedrainage,ph,2
subduction,south-america,2
plankton,communities,2
republic-of-china,clinical-features,2
interpolation,island,4
ncep/ncar,patterns,2
forestfires,spatial-distribution,2
bathymetry,theragra-chalcogramma,2
temporalcortex,mechanisms,2
disease,impact,4
phenology,spatialecology,2
body-size,hymenoptera,2
space-timeclustering,offender,2
stratigraphy,record,2
proteoglycan,gastrulation,2
productivity,scotianshelf,2
remotesensing,statistics,2
polychaeta,zonation,2
cerebral-cortex,selectivity,2
hazard,crustaldeformation,4
spatial-analysis,prevalence,6
brain,stimulation,8
functionalconnectivity,small-worldnetwork,6
principalcomponentanalysis,earthquake,2
atlanticsalmon,rainbow-trout,2
etiology,population,2
denitrification,production,2
oscillation,recruitment,2
hippocampalsclerosis,spatial,2
mediterranean,summer,2
mountain,rhythm,2
tracking,movement,2
event-related,neuralmechanisms,2
absorption,nutrients,2
gtpase,cytoskeleton,2
inferiortemporalcortex,objects,2
predation,factors,2
sprawl,usa,2
waterquality,chemometrics,24
structure,timeconstraints,4
distributions,temporalvariability,4
spain,transmission,2
catstriatecortex,nitric-oxide,2
vegetation,areas,2
spatial-patterns,models,2
diseasesurveillance,spatial,2
multicriteriarankingsandfuzzyranks,marmap,2
los-angeles,deformation,2
attention,lesions,6
small-area,analysis,2
bangladesh,h5n1,4
pattern,segmentation,2
dimensions,behavior,2
global,climate,2
gomtiriver,waterquality,2
spatio-temporalanalysis,spatial-analysis,8
desynchronization,path-integration,2
washington,divergence,2
spatial-organization,discharge,2
acquisition,emergence,2
trends,streams,2
globalwarming,periodicity,2
neurodegenerativedisorders,connectivity,2
weather,extremerainfall,2
forecast,multivariate,2
fuzzyc-meansclustering,mridata,2
expression,clusters,8
ica,modulation,2
plasticity,nitric-oxide,2
pesticides,soils,2
group,temperature,2
oxidation,absorptionspectroscopy,2
statisticalanalysis,trace-metals,2
signal,oxygenation,2
grevillea-robustaproteaceae,phosphorus,2
eigenvaluesasfractals,indicatorgeostatistics,2
spatio-temporal,thailand,2
simulation,spikes,2
spatialautocorrelation,us,2
land-use,systems,4
architecture,system,2
rain-forest,fragmentation,2
ceramide,epithelial-cells,2
plasmodiumvivax,population,2
surfacewaterquality,seasonal-variations,2
riskanalysis,spatialepidemiology,2
demography,success,2
cycle,forms,2
neurofilamentinclusions,histologicalsections,4
holocene,mediterranean,2
k-meansclustering,somatosensorystimulation,2
dgge,genetic,2
river,flow,6
cellassembly,nmdareceptor,2
climatechange,genome,2
enrichmentfactor,pollution,2
analysis,model,6
plasmasphere,dynamics,2
arctic-ocean,coastalwaters,2
global,ocean,2
speciestraits,habitat,4
spatialvariation,health,2
analysis,mountains,2
magnetopause,energeticions,2
multiscaleassessment,corridors,2
elevatedclusterdetection,regionalechelonpartitions,2
glioma,genetic,2
regeneration,impact,4
markers,conservationgenetics,4
arabiansea,characteristics,2
floods,map,2
bodies,perception,2
features,crime,2
optimization,biodiversity,2
mri,temporal-lobe,2
time-series,water,2
chromatin,complex,8
classification,cells,2
ancientdna,computer-program,2
surface-basedanalysis,identity,2
rehabilitation,motor,4
machines,alzheimer'sdisease,2
murine,regionalization,2
cortex,surface-basedanalysis,2
influenza,ticks,2
pcbs,forest,2
stochastic-models,disease,4
computed-tomography,surface,2
regionalclimate,extremes,2
magnetopause,ionosphere,2
balticsea,environment,2
spike,head,2
correlations,environments,2
homeoboxgenes,neuralcrest,4
componentanalysis,sourcelocalization,6
smoothing,time,2
mhdwavesandinstabilities,space,2
primarysomatosensorycortex,visual-cortex,2
oxidation,basin,2
seismicity,gulf,2
activityfluctuations,grouppica,2
circulation,land-cover,2
dispersal,density,4
morphogenesis,overexpression,4
climate-changeimpacts,drought,2
process,resolution,2
disturbance,reservedesign,2
cell,model,2
clustering,tau,6
ciona-intestinalis,cells,2
dgge,bacterialdiversity,2
climate-change,primaryproductivity,4
spatialclustering,posteriorparietalcortex,2
benthic,populations,2
grasslands,functionaltraits,2
ancientdna,western-australia,2
timeseries,volcanicactivity,2
blood-vessels,basement-membrane,2
ablation,magnetic-resonance,4
soil,productivity,2
synapticvesicle,transmitterrelease,2
southchina,biomass,2
space,networks,2
localization,binding,2
time-seriesanalysis,rates,2
infections,singapore,2
human-environmentinteractions,crime,2
pollination,systems,2
denitrification,variability,2
antifungalactivity,biotic,2
dendrochronology,frenchalps,2
clusters,pull-apartbasin,2
ionosphere,interplanetarymagnetic-field,6
deconvolution,neuronal-activity,2
chemicalhydrography,distributions,2
gabaergicinterneurons,telencephalon,2
probabilisticforecasting,occurrences,2
functionalmri,hypothesis,2
qualityassessment,india,4
nitrification,spatialvariation,2
componentanalysis,independence,2
cities,knowledge,2
apportionment,water-quality,2
earths,magnetosphere,6
parahox,capitellaspi,4
habitatselection,sus-scrofa,2
graphtheory,habitat,2
mri,vbm,4
processing,data,2
temporalgyrus,environmentalsounds,2
association,population,4
area-restrictedsearch,foragingbehavior,4
foreshocks,california,2
automatic,models,2
fluidization,particle,2
deforestation,forest,4
in-situhybridization,dna-replication,2
dataset,rivers,2
posets,datamining,2
grasslands,diversity,2
cutaneousleishmaniasis,state,2
monitoring,populations,4
temporal,autocorrelation,2
element,localization,2
group,task,2
zones,flow,2
cells,complexcells,2
airquality,resolution,2
geographicsurveillance,eigenvaluesasfractals,2
spatio-temporal,diversity,2
anteriorcingulatecortex,optimization,2
walleyepollock,ocean,2
systems,temporalanalysis,2
b-value,systems,2
vaccination,spread,2
resting-statenetworks,fluctuations,2
sediments,phosphorus,6
magneticresonanceimaging,united-states,2
fragmentedlandscapes,abundance,2
denguefever,vietnam,2
multivariatestatisticaltechniques,apportionment,10
physiologicalnoise,mri,2
microbialdiversity,biodiversity,2
southernocean,communitystructure,4
space-time,systems,2
dorsolateralprefrontalcortex,glial-cell,4
connectivity,oscillations,8
reaction-diffusion,space,2
multivariateanalysis,india,2
rotation,snow,2
housingdensity,landscapechange,2
multi-scale,circulatingfluidized-bed,2
hierarchicalclusteranalysis,principalcomponentanalysis,4
efficient,internet,2
plasmodium-falciparummalaria,spatial-analysis,2
dem,zonation,2
southerncalifornia,climate-change,2
hypothesis,impact,2
kalahari,dynamics,4
expression,mosquito,2
large-scalecirculation,temperature,2
pine,landscape,2
cerebralcortex,functional-organization,2
temporal,trace-elements,2
community,population-dynamics,6
spatiotemporal,temporal-lobeepilepsy,4
alzheimers-disease,downs-syndrome,4
forestmanagementplanning,patterns,2
spatiotemporalpatterns,climate-change,2
spatialeconometrics,knowledge,2
statisticalseismology,time-series,2
riversystems,biodiversity,2
geospatialdatamanagement,fragmentationprofiles,2
pregnancy,oocytes,2
west-africa,systems,2
diffusiontensorimaging,cognition,2
pattern,history,2
africa,enso,2
dissipativeparticledynamics,molecular-dynamics,4
16srrnagene,16sribosomal-rna,2
hippocampus,reactivation,2
algorithms,china,2
timberharvests,gis,2
trisphosphate,approximation,2
westernnorthpacific,climate,2
benthos,macroinvertebrates,4
rainfall,stochastic,4
onset,sahel,2
rates,tests,2
fault,time,2
riverindia,istanbul,2
structure,microsatellitevariation,2
scale,transmission,2
nuclear,foci,2
entropy,patterns,2
analysis,sourceidentification,4
demography,ontario,4
risk,areas,2
spatial-patterns,united-states,6
informationtheory,spatialassociation,2
wetlands,typology,2
cerebral-cortex,functionalmri,4
california,salt,4
geographicinformationsystems,children,2
puffs,events,2
geographic,health,2
lisa,gis,2
functionalmri,somatosensorycortex,6
spatio-temporalanalysis,great-britain,2
mapping,seizures,2
competition,biology,2
land-coverclassification,regionalclimate,2
magnetoencephalography,brain,12
geographicinformationsystems(gis),united-states,2
nuclearreorganization,activation,2
language,diffusion,2
visualanalytics,dataset,2
deglaciation,climate-change,2
ionosphere,diagnostics,2
functionalconnectivity,motorcortex,4
macroinvertebrates,bioticindices,2
development,morphogenesis,8
lesions,diagnosis,2
epidemic,efficacy,2
humanbrain,receptive-fields,2
geographicinformation-systems,point,2
populationregulation,seabirds,2
strongylocentrotus-purpuratus,dna-binding,2
